image_id,predicted_class
322502929743394.png,Positive
322558807263704.png,Negative
322581038208454.png,Positive
322595364709803.png,Negative
322614583558146.png,Negative
322785426542785.png,Negative
323543630334329.png,Negative
323593022218167.png,Negative
323663148162442.png,Negative
323771201166466.png,Positive
324075504106453.png,Negative
324626672391443.png,Positive
325236451189332.png,Positive
32534468370997.png,Positive
325496073435541.png,Positive
325498676041386.png,Negative
32550608383558.png,Negative
325619877965208.png,Positive
325640249275801.png,Negative
325672225812297.png,Negative
325823685580661.png,Negative
325832852056038.png,Negative
325833950931973.png,Positive
326542561381726.png,Positive
326718121129358.png,Positive
326944499008046.png,Negative
327040865821032.png,Negative
327377106707349.png,Negative
328011464104079.png,Positive
328242203239913.png,Positive
328316951385728.png,Positive
328317732138575.png,Negative
328382224218207.png,Negative
328636897001859.png,Negative
328740686339761.png,Negative
328852541495003.png,Positive
32959604125264.png,Negative
330077411942547.png,Negative
330181852385648.png,Negative
330689667101874.png,Positive
330696585035371.png,Negative
330964363857721.png,Negative
331088135904153.png,Negative
331110448614851.png,Positive
331145454181390.png,Positive
331420790922499.png,Positive
331545825693024.png,Positive
332069620017860.png,Negative
332127036836471.png,Positive
332383690126486.png,Negative
332636271630794.png,Negative
3326502673927.png,Positive
332767022782334.png,Positive
333497661158537.png,Positive
334390101384819.png,Positive
33485099725773.png,Negative
33554900205248.png,Negative
335566030309791.png,Positive
335843897945082.png,Negative
336281665227355.png,Negative
336536486550489.png,Negative
336690845687356.png,Positive
336884106539034.png,Negative
337548160431429.png,Negative
338415219321978.png,Positive
338661729927220.png,Negative
338890105778456.png,Positive
338898920371349.png,Negative
339518394378050.png,Negative
339754312171886.png,Negative
339827782180673.png,Positive
339905100374983.png,Positive
340235674904501.png,Negative
340424744308863.png,Positive
34077015176671.png,Negative
340822420850535.png,Negative
341066816800358.png,Negative
341645000247941.png,Negative
341828686105389.png,Negative
341931433619998.png,Positive
342432989142691.png,Negative
343042713024553.png,Negative
343075370100915.png,Negative
343522678285829.png,Positive
343836464056717.png,Positive
343925995963918.png,Negative
345379098536021.png,Positive
346154978780615.png,Negative
346310973828586.png,Positive
34641106035735.png,Negative
346480213605309.png,Negative
34649247708252.png,Positive
346499431556842.png,Negative
34654347311212.png,Positive
34660754274368.png,Negative
346776994221238.png,Negative
346851141842730.png,Negative
347074374415346.png,Positive
347440373378982.png,Positive
348160192724766.png,Positive
348161431980654.png,Negative
348205294308949.png,Positive
348279785148843.png,Negative
348280380218036.png,Positive
348370028388507.png,Negative
34852250621859.png,Positive
348654565222161.png,Positive
349071213256657.png,Negative
349116455080174.png,Positive
349141187482777.png,Negative
349646557501065.png,Negative
349694818465448.png,Negative
349751272708073.png,Negative
349792595878498.png,Positive
349810396628311.png,Negative
350470557699154.png,Positive
350502532116959.png,Positive
350683378663917.png,Negative
350816874602192.png,Negative
350951075163410.png,Positive
351044349835774.png,Positive
351188492283549.png,Positive
35153000369520.png,Negative
351546240896886.png,Negative
351773119325509.png,Positive
352160732710559.png,Positive
352900962456021.png,Negative
353172727719808.png,Positive
353528700089253.png,Negative
354038999367024.png,Positive
354215809354195.png,Negative
354956131725807.png,Positive
355015713137078.png,Positive
35512860261840.png,Positive
355310914273832.png,Positive
355395530854114.png,Negative
355407209336134.png,Positive
355584899924208.png,Positive
355839920123385.png,Positive
356238794700782.png,Positive
356426446513396.png,Positive
35643579675165.png,Positive
356718795505866.png,Negative
356724332135923.png,Positive
357202691400989.png,Negative
3572876936627.png,Positive
357472979321972.png,Negative
358084143853121.png,Negative
358123867109429.png,Negative
358259932871638.png,Positive
358462914427729.png,Negative
358681246997287.png,Positive
358681503821466.png,Positive
358688829361189.png,Positive
35886773045135.png,Negative
358940179372873.png,Negative
359134816252385.png,Positive
359317576846901.png,Negative
359428643064326.png,Negative
360237080065576.png,Positive
360435293925395.png,Negative
360654649125617.png,Negative
360832540905058.png,Negative
360871411696881.png,Negative
361076355013386.png,Negative
361396283048996.png,Negative
361416949127779.png,Negative
361494969082810.png,Negative
36151547108710.png,Positive
361608115965889.png,Negative
361878325589792.png,Positive
362955010932452.png,Negative
363168995547767.png,Negative
363366364179481.png,Negative
363603250866624.png,Positive
363633862491684.png,Negative
363663104380346.png,Negative
36383193252987.png,Positive
363857422610822.png,Negative
364397809824118.png,Positive
364486727967869.png,Negative
36449281786181.png,Negative
364498283444424.png,Positive
364516676099830.png,Positive
364753396729107.png,Positive
365213946360571.png,Positive
365334690301086.png,Negative
365899119583412.png,Positive
365918760500181.png,Negative
366020765014388.png,Negative
366801934406453.png,Negative
366812315727120.png,Negative
366919179289470.png,Positive
367217565992294.png,Negative
367238013337426.png,Positive
36734822272664.png,Positive
367443068011080.png,Negative
367596141903655.png,Positive
367687443636812.png,Positive
367881305295558.png,Positive
369129474618497.png,Positive
3692178069314.png,Positive
369437343164642.png,Positive
369445044634352.png,Positive
370184614485298.png,Negative
370226567180288.png,Positive
370443158606989.png,Positive
370467563702715.png,Positive
370489489813788.png,Negative
370785760041695.png,Positive
370996772260472.png,Positive
371183357342907.png,Positive
371431742264830.png,Negative
371728414607803.png,Positive
371767344754439.png,Positive
372415693576260.png,Positive
372519158559722.png,Negative
372554457812684.png,Negative
372881818248535.png,Positive
373165532218592.png,Negative
373270793628050.png,Negative
373321093024577.png,Positive
373692388248409.png,Negative
373723091362688.png,Positive
373854556418625.png,Positive
37416542736155.png,Positive
374210148538160.png,Positive
374309310708466.png,Negative
374464441628030.png,Positive
374793415116652.png,Negative
37498077137157.png,Positive
37526439189401.png,Positive
37530715468548.png,Positive
375448877866231.png,Negative
375561730999212.png,Positive
37563569855305.png,Positive
375636686934833.png,Positive
376281894885547.png,Negative
376598828940201.png,Negative
3767643721503.png,Negative
377208726705414.png,Negative
377317093537141.png,Positive
37736479059355.png,Negative
377531089804204.png,Negative
377563124552786.png,Positive
377599312775737.png,Negative
377677243752303.png,Negative
378092432293840.png,Positive
378159745919986.png,Positive
378510715789829.png,Negative
37880755799113.png,Negative
378823499454211.png,Positive
378851171939814.png,Negative
378880106626314.png,Positive
379056793042877.png,Negative
379257402829489.png,Negative
379440603995832.png,Negative
379795172949284.png,Positive
380068777528118.png,Positive
380250592316245.png,Positive
380357959206166.png,Positive
380908717207544.png,Positive
380974614365798.png,Negative
381019956531245.png,Positive
381431984587230.png,Negative
381452416420217.png,Negative
38149413594717.png,Negative
381695072034384.png,Negative
381793539360681.png,Negative
381835085572319.png,Negative
382246011311687.png,Negative
382659445416006.png,Positive
383280227075225.png,Negative
383495633665269.png,Positive
383692848061123.png,Negative
383942153207476.png,Negative
384047678160562.png,Negative
38423187167803.png,Negative
384297683766806.png,Negative
384400911616523.png,Negative
385096517854750.png,Negative
385475129449727.png,Negative
385807925913322.png,Negative
38588880649910.png,Negative
386119023299850.png,Positive
386270707237371.png,Negative
386284244283953.png,Negative
386310001380133.png,Negative
386669151665575.png,Negative
386697599321348.png,Negative
38686017970927.png,Negative
387195006119532.png,Positive
387244013161161.png,Positive
387623329702772.png,Negative
387659298710006.png,Negative
387784515666877.png,Negative
388085215685034.png,Negative
388323110136179.png,Positive
388397579305877.png,Negative
388773271634172.png,Negative
388793709447901.png,Negative
388823814565631.png,Negative
389104861105689.png,Negative
38936017518294.png,Negative
389384013461728.png,Positive
389485820802329.png,Positive
389522323157310.png,Positive
389657041442068.png,Negative
389702644137484.png,Positive
389934506977525.png,Positive
390053258837220.png,Positive
390313584449347.png,Positive
390758369713576.png,Negative
39219511323840.png,Positive
392319990679161.png,Positive
39254019588211.png,Negative
392715972710073.png,Positive
392814785781951.png,Negative
393498527146830.png,Positive
393640296999420.png,Negative
393850554235299.png,Negative
393906193450831.png,Positive
394274667825560.png,Positive
394515451305900.png,Negative
39471569548220.png,Negative
394716582356799.png,Negative
394734422949518.png,Negative
39524816875506.png,Positive
395609637444408.png,Negative
395824335156884.png,Negative
39583454154574.png,Positive
395887636173434.png,Negative
395902374383293.png,Negative
396103669470871.png,Positive
396755959602018.png,Negative
396779096208298.png,Positive
396797094864802.png,Negative
396909841697055.png,Positive
396972916650752.png,Positive
397133987714676.png,Positive
397406497873751.png,Positive
397554783492448.png,Negative
39786017707911.png,Negative
398793734272006.png,Positive
399229566260807.png,Positive
399241267855656.png,Negative
399242063514325.png,Negative
399477851526362.png,Negative
399492020802482.png,Positive
399671992504442.png,Negative
400144419362967.png,Positive
400402175313965.png,Positive
400611245808526.png,Positive
400865058317370.png,Positive
401896921101844.png,Positive
402251438453508.png,Negative
402257525333614.png,Positive
402589232938506.png,Negative
402630559851000.png,Positive
402781186457793.png,Negative
402878705667637.png,Positive
403408789960697.png,Positive
403669454413161.png,Negative
404631038502470.png,Negative
404643889300822.png,Negative
40485509340497.png,Positive
40500318479271.png,Negative
405114514735903.png,Negative
406028653297751.png,Positive
406048581534830.png,Negative
406108951192812.png,Negative
406195724802174.png,Negative
406248962497347.png,Positive
406400801190975.png,Negative
406734594785742.png,Positive
406922833712049.png,Positive
40742843392760.png,Positive
407776640142352.png,Positive
407970916672561.png,Negative
408540826632530.png,Positive
409792682087485.png,Negative
409793536992219.png,Negative
410007439644571.png,Negative
410035194489079.png,Positive
410063983198291.png,Negative
410180346634143.png,Positive
410310393220607.png,Positive
410365346994142.png,Positive
410375697435170.png,Positive
410395598038634.png,Positive
410738900399846.png,Positive
4107680332962.png,Negative
410825226047741.png,Negative
411076785813893.png,Positive
411483366859187.png,Negative
411814449468596.png,Negative
411853434081069.png,Positive
412167183991438.png,Negative
412177290509551.png,Negative
412387792810757.png,Positive
412512055063015.png,Negative
412641232221722.png,Negative
412891973761158.png,Positive
412993032513454.png,Positive
413098910701914.png,Negative
413346626672853.png,Negative
413374408472669.png,Negative
413583808214818.png,Negative
413679160704003.png,Negative
413772385685802.png,Positive
413793006645247.png,Positive
414004691043965.png,Positive
41438348262876.png,Positive
414469382933281.png,Positive
414726200878892.png,Positive
414826999631403.png,Positive
